invoice_id,vendor_id,vendor_name,vendor_category,date_issued,date_due,payment_terms,service_type,amount_subtotal,tax_rate,tax_amount,amount_total,status,payment_date,invoice_currency,po_number
INV-000231,V032,Logistics Provider 32,Freight Forwarder,2024-05-16 23:41:15.675675676,2024-06-15 23:41:15.675675676,NET30,Last Mile Delivery,33220.46,0.1,3322.05,36542.51,Pending,,USD,PO-7420
INV-000232,V004,Logistics Provider 4,Transportation,2024-05-17 13:58:55.135135136,2024-07-01 13:58:55.135135136,NET45,Express Delivery,16235.52,0.1,1623.55,17859.07,Approved,,USD,PO-7647
INV-000233,V011,Logistics Provider 11,Freight Forwarder,2024-05-18 04:16:34.594594594,2024-07-17 04:16:34.594594594,NET60,Cross-Border,37375.05,0.0,0.0,37375.05,Paid,2024-07-12 04:16:34.594594594,USD,PO-4767
INV-000234,V017,Logistics Provider 17,Freight Forwarder,2024-05-18 18:34:14.054054054,2024-07-17 18:34:14.054054054,NET60,Express Delivery,40940.8,0.05,2047.04,42987.84,Approved,,USD,PO-2667
INV-000235,V038,Logistics Provider 38,Last Mile Delivery,2024-05-19 08:51:53.513513514,2024-07-18 08:51:53.513513514,NET60,Last Mile Delivery,31133.93,0.05,1556.7,32690.63,Approved,,USD,PO-2328
INV-000236,V024,Logistics Provider 24,Freight Forwarder,2024-05-19 23:09:32.972972974,2024-07-18 23:09:32.972972974,NET60,Last Mile Delivery,34706.32,0.1,3470.63,38176.95,Pending,,USD,PO-3265
INV-000237,V005,Logistics Provider 5,Warehousing,2024-05-20 13:27:12.432432432,2024-08-18 13:27:12.432432432,NET90,Warehousing,19387.74,0.1,1938.77,21326.51,Pending,,USD,PO-1593
INV-000238,V034,Logistics Provider 34,Warehousing,2024-05-21 03:44:51.891891892,2024-08-19 03:44:51.891891892,NET90,Warehousing,27396.09,0.05,1369.8,28765.89,Paid,2024-08-10 03:44:51.891891892,USD,PO-6828
INV-000239,V006,Logistics Provider 6,Last Mile Delivery,2024-05-21 18:02:31.351351352,2024-07-05 18:02:31.351351352,NET45,Road Transport,26683.8,0.0,0.0,26683.8,Approved,,USD,PO-2548
INV-000240,V022,Logistics Provider 22,Customs Broker,2024-05-22 08:20:10.810810812,2024-07-21 08:20:10.810810812,NET60,Air Freight,42554.34,0.1,4255.43,46809.77,Rejected,,USD,PO-1370
INV-000241,V011,Logistics Provider 11,Freight Forwarder,2024-05-22 22:37:50.270270270,2024-07-21 22:37:50.270270270,NET60,Express Delivery,42158.24,0.0,0.0,42158.24,Approved,,USD,PO-7701
INV-000242,V048,Logistics Provider 48,Customs Broker,2024-05-23 12:55:29.729729730,2024-06-22 12:55:29.729729730,NET30,Express Delivery,41801.34,0.0,0.0,41801.34,Paid,2024-06-11 12:55:29.729729730,USD,PO-3718
INV-000243,V016,Logistics Provider 16,Warehousing,2024-05-24 03:13:09.189189190,2024-08-22 03:13:09.189189190,NET90,Air Freight,1540.55,0.1,154.06,1694.61,Approved,,USD,PO-5025
INV-000244,V033,Logistics Provider 33,Customs Broker,2024-05-24 17:30:48.648648650,2024-07-23 17:30:48.648648650,NET60,Warehousing,37727.73,0.0,0.0,37727.73,Approved,,USD,PO-7987
INV-000245,V009,Logistics Provider 9,Transportation,2024-05-25 07:48:28.108108108,2024-07-09 07:48:28.108108108,NET45,Road Transport,38175.14,0.0,0.0,38175.14,Pending,,USD,PO-2525
INV-000246,V006,Logistics Provider 6,Last Mile Delivery,2024-05-25 22:06:07.567567568,2024-07-09 22:06:07.567567568,NET45,Air Freight,34240.56,0.05,1712.03,35952.59,Approved,,USD,PO-9624
INV-000247,V016,Logistics Provider 16,Warehousing,2024-05-26 12:23:47.027027028,2024-08-24 12:23:47.027027028,NET90,Road Transport,38056.97,0.0,0.0,38056.97,Paid,2024-08-13 12:23:47.027027028,USD,PO-4720
INV-000248,V029,Logistics Provider 29,Customs Broker,2024-05-27 02:41:26.486486486,2024-07-11 02:41:26.486486486,NET45,Road Transport,42256.55,0.05,2112.83,44369.38,Rejected,,USD,PO-5759
INV-000249,V003,Logistics Provider 3,Warehousing,2024-05-27 16:59:05.945945946,2024-07-11 16:59:05.945945946,NET45,Road Transport,24045.63,0.1,2404.56,26450.19,Paid,2024-07-01 16:59:05.945945946,USD,PO-6004
INV-000250,V020,Logistics Provider 20,Warehousing,2024-05-28 07:16:45.405405406,2024-08-26 07:16:45.405405406,NET90,Customs Clearance,25600.46,0.1,2560.05,28160.51,Pending,,USD,PO-5736
INV-000251,V036,Logistics Provider 36,Transportation,2024-05-28 21:34:24.864864866,2024-07-27 21:34:24.864864866,NET60,Last Mile Delivery,7110.99,0.05,355.55,7466.54,Pending,,USD,PO-3593
INV-000252,V019,Logistics Provider 19,Freight Forwarder,2024-05-29 11:52:04.324324324,2024-07-28 11:52:04.324324324,NET60,Road Transport,19883.42,0.1,1988.34,21871.76,Pending,,USD,PO-6753
INV-000253,V026,Logistics Provider 26,Warehousing,2024-05-30 02:09:43.783783784,2024-07-14 02:09:43.783783784,NET45,Customs Clearance,32524.89,0.0,0.0,32524.89,Paid,2024-07-02 02:09:43.783783784,USD,PO-1392
INV-000254,V003,Logistics Provider 3,Warehousing,2024-05-30 16:27:23.243243244,2024-07-14 16:27:23.243243244,NET45,Warehousing,39239.59,0.0,0.0,39239.59,Paid,2024-07-11 16:27:23.243243244,USD,PO-8484
INV-000255,V019,Logistics Provider 19,Freight Forwarder,2024-05-31 06:45:02.702702704,2024-07-30 06:45:02.702702704,NET60,Air Freight,11643.25,0.0,0.0,11643.25,Rejected,,USD,PO-1245
INV-000256,V020,Logistics Provider 20,Warehousing,2024-05-31 21:02:42.162162162,2024-08-29 21:02:42.162162162,NET90,Last Mile Delivery,7753.32,0.1,775.33,8528.65,Pending,,USD,PO-1790
INV-000257,V032,Logistics Provider 32,Freight Forwarder,2024-06-01 11:20:21.621621622,2024-07-16 11:20:21.621621622,NET45,Cross-Border,33489.06,0.0,0.0,33489.06,Paid,2024-07-08 11:20:21.621621622,USD,PO-4283
INV-000258,V007,Logistics Provider 7,Freight Forwarder,2024-06-02 01:38:01.081081082,2024-07-02 01:38:01.081081082,NET30,Air Freight,1092.11,0.1,109.21,1201.32,Approved,,USD,PO-3534
INV-000259,V041,Logistics Provider 41,Warehousing,2024-06-02 15:55:40.540540540,2024-08-31 15:55:40.540540540,NET90,Last Mile Delivery,9740.26,0.0,0.0,9740.26,Paid,2024-08-18 15:55:40.540540540,USD,PO-3159
INV-000260,V033,Logistics Provider 33,Customs Broker,2024-06-03 06:13:20.000000000,2024-07-18 06:13:20.000000000,NET45,Cross-Border,2424.5,0.05,121.22,2545.72,Paid,2024-07-14 06:13:20,USD,PO-7720
INV-000261,V040,Logistics Provider 40,Freight Forwarder,2024-06-03 20:30:59.459459460,2024-07-18 20:30:59.459459460,NET45,Air Freight,9177.37,0.1,917.74,10095.11,Paid,2024-07-07 20:30:59.459459460,USD,PO-2887
INV-000262,V039,Logistics Provider 39,Warehousing,2024-06-04 10:48:38.918918920,2024-07-04 10:48:38.918918920,NET30,Last Mile Delivery,9884.64,0.1,988.46,10873.1,Paid,2024-06-21 10:48:38.918918920,USD,PO-2419
INV-000263,V018,Logistics Provider 18,Last Mile Delivery,2024-06-05 01:06:18.378378378,2024-07-05 01:06:18.378378378,NET30,Air Freight,19996.01,0.0,0.0,19996.01,Pending,,USD,PO-1781
INV-000264,V040,Logistics Provider 40,Freight Forwarder,2024-06-05 15:23:57.837837838,2024-08-04 15:23:57.837837838,NET60,Air Freight,20714.03,0.1,2071.4,22785.43,Paid,2024-07-28 15:23:57.837837838,USD,PO-8971
INV-000265,V001,Logistics Provider 1,Last Mile Delivery,2024-06-06 05:41:37.297297298,2024-09-04 05:41:37.297297298,NET90,Cross-Border,43838.86,0.1,4383.89,48222.75,Pending,,USD,PO-3086
INV-000266,V011,Logistics Provider 11,Freight Forwarder,2024-06-06 19:59:16.756756758,2024-09-04 19:59:16.756756758,NET90,Air Freight,25995.38,0.05,1299.77,27295.15,Paid,2024-08-21 19:59:16.756756758,USD,PO-7252
INV-000267,V028,Logistics Provider 28,Freight Forwarder,2024-06-07 10:16:56.216216216,2024-08-06 10:16:56.216216216,NET60,Air Freight,36446.83,0.05,1822.34,38269.17,Approved,,USD,PO-5462
INV-000268,V025,Logistics Provider 25,Last Mile Delivery,2024-06-08 00:34:35.675675676,2024-09-06 00:34:35.675675676,NET90,Cross-Border,6102.73,0.0,0.0,6102.73,Paid,2024-08-27 00:34:35.675675676,USD,PO-6866
INV-000269,V050,Logistics Provider 50,Transportation,2024-06-08 14:52:15.135135136,2024-09-06 14:52:15.135135136,NET90,Warehousing,12046.5,0.05,602.33,12648.83,Rejected,,USD,PO-8487
INV-000270,V023,Logistics Provider 23,Warehousing,2024-06-09 05:09:54.594594594,2024-09-07 05:09:54.594594594,NET90,Road Transport,35444.23,0.0,0.0,35444.23,Paid,2024-09-05 05:09:54.594594594,USD,PO-2584
INV-000271,V031,Logistics Provider 31,Customs Broker,2024-06-09 19:27:34.054054054,2024-09-07 19:27:34.054054054,NET90,Express Delivery,3587.39,0.0,0.0,3587.39,Paid,2024-08-30 19:27:34.054054054,USD,PO-1151
INV-000272,V030,Logistics Provider 30,Warehousing,2024-06-10 09:45:13.513513514,2024-09-08 09:45:13.513513514,NET90,Sea Freight,24843.29,0.0,0.0,24843.29,Paid,2024-09-01 09:45:13.513513514,USD,PO-6052
INV-000273,V042,Logistics Provider 42,Transportation,2024-06-11 00:02:52.972972974,2024-07-11 00:02:52.972972974,NET30,Customs Clearance,30369.08,0.1,3036.91,33405.99,Paid,2024-07-08 00:02:52.972972974,USD,PO-8412
INV-000274,V035,Logistics Provider 35,Freight Forwarder,2024-06-11 14:20:32.432432432,2024-09-09 14:20:32.432432432,NET90,Sea Freight,30505.14,0.05,1525.26,32030.4,Paid,2024-08-27 14:20:32.432432432,USD,PO-9816
INV-000275,V007,Logistics Provider 7,Freight Forwarder,2024-06-12 04:38:11.891891892,2024-07-12 04:38:11.891891892,NET30,Sea Freight,2123.71,0.0,0.0,2123.71,Paid,2024-07-07 04:38:11.891891892,USD,PO-4414
INV-000276,V016,Logistics Provider 16,Warehousing,2024-06-12 18:55:51.351351352,2024-09-10 18:55:51.351351352,NET90,Last Mile Delivery,16783.29,0.05,839.16,17622.45,Approved,,USD,PO-7112
INV-000277,V026,Logistics Provider 26,Warehousing,2024-06-13 09:13:30.810810812,2024-08-12 09:13:30.810810812,NET60,Road Transport,32188.04,0.0,0.0,32188.04,Rejected,,USD,PO-6958
INV-000278,V048,Logistics Provider 48,Customs Broker,2024-06-13 23:31:10.270270270,2024-07-28 23:31:10.270270270,NET45,Last Mile Delivery,8300.99,0.05,415.05,8716.04,Rejected,,USD,PO-1502
INV-000279,V049,Logistics Provider 49,Transportation,2024-06-14 13:48:49.729729730,2024-07-14 13:48:49.729729730,NET30,Road Transport,35075.37,0.05,1753.77,36829.14,Paid,2024-07-02 13:48:49.729729730,USD,PO-5249
INV-000280,V002,Logistics Provider 2,Transportation,2024-06-15 04:06:29.189189190,2024-09-13 04:06:29.189189190,NET90,Cross-Border,37550.34,0.0,0.0,37550.34,Approved,,USD,PO-8836
INV-000281,V001,Logistics Provider 1,Last Mile Delivery,2024-06-15 18:24:08.648648650,2024-08-14 18:24:08.648648650,NET60,Cross-Border,49116.49,0.1,4911.65,54028.14,Pending,,USD,PO-5420
INV-000282,V048,Logistics Provider 48,Customs Broker,2024-06-16 08:41:48.108108108,2024-07-31 08:41:48.108108108,NET45,Express Delivery,11282.26,0.05,564.11,11846.37,Paid,2024-07-27 08:41:48.108108108,USD,PO-2324
INV-000283,V012,Logistics Provider 12,Last Mile Delivery,2024-06-16 22:59:27.567567568,2024-07-16 22:59:27.567567568,NET30,Road Transport,41431.4,0.1,4143.14,45574.54,Pending,,USD,PO-7522
INV-000284,V005,Logistics Provider 5,Warehousing,2024-06-17 13:17:07.027027028,2024-08-01 13:17:07.027027028,NET45,Air Freight,26494.53,0.1,2649.45,29143.98,Paid,2024-07-20 13:17:07.027027028,USD,PO-1657
INV-000285,V037,Logistics Provider 37,Warehousing,2024-06-18 03:34:46.486486486,2024-08-17 03:34:46.486486486,NET60,Warehousing,19299.67,0.0,0.0,19299.67,Approved,,USD,PO-5758
INV-000286,V032,Logistics Provider 32,Freight Forwarder,2024-06-18 17:52:25.945945946,2024-07-18 17:52:25.945945946,NET30,Express Delivery,6996.46,0.0,0.0,6996.46,Approved,,USD,PO-5831
INV-000287,V009,Logistics Provider 9,Transportation,2024-06-19 08:10:05.405405406,2024-08-03 08:10:05.405405406,NET45,Express Delivery,37039.77,0.0,0.0,37039.77,Rejected,,USD,PO-6135
INV-000288,V041,Logistics Provider 41,Warehousing,2024-06-19 22:27:44.864864866,2024-09-17 22:27:44.864864866,NET90,Air Freight,12557.02,0.05,627.85,13184.87,Paid,2024-09-13 22:27:44.864864866,USD,PO-6792
INV-000289,V035,Logistics Provider 35,Freight Forwarder,2024-06-20 12:45:24.324324324,2024-07-20 12:45:24.324324324,NET30,Warehousing,19199.68,0.0,0.0,19199.68,Paid,2024-07-05 12:45:24.324324324,USD,PO-4343
INV-000290,V019,Logistics Provider 19,Freight Forwarder,2024-06-21 03:03:03.783783784,2024-08-05 03:03:03.783783784,NET45,Last Mile Delivery,4064.57,0.0,0.0,4064.57,Paid,2024-07-30 03:03:03.783783784,USD,PO-5203
INV-000291,V048,Logistics Provider 48,Customs Broker,2024-06-21 17:20:43.243243244,2024-08-20 17:20:43.243243244,NET60,Warehousing,40266.98,0.05,2013.35,42280.33,Approved,,USD,PO-4522
INV-000292,V016,Logistics Provider 16,Warehousing,2024-06-22 07:38:22.702702704,2024-08-21 07:38:22.702702704,NET60,Last Mile Delivery,38562.84,0.05,1928.14,40490.98,Paid,2024-06-23 07:38:22.702702704,USD,PO-6064
INV-000293,V003,Logistics Provider 3,Warehousing,2024-06-22 21:56:02.162162162,2024-07-22 21:56:02.162162162,NET30,Cross-Border,36947.18,0.0,0.0,36947.18,Approved,,USD,PO-3162
INV-000294,V020,Logistics Provider 20,Warehousing,2024-06-23 12:13:41.621621622,2024-08-07 12:13:41.621621622,NET45,Sea Freight,15672.73,0.0,0.0,15672.73,Rejected,,USD,PO-6952
INV-000295,V024,Logistics Provider 24,Freight Forwarder,2024-06-24 02:31:21.081081082,2024-07-24 02:31:21.081081082,NET30,Cross-Border,9500.52,0.0,0.0,9500.52,Paid,2024-07-15 02:31:21.081081082,USD,PO-7724
INV-000296,V033,Logistics Provider 33,Customs Broker,2024-06-24 16:49:00.540540540,2024-07-24 16:49:00.540540540,NET30,Cross-Border,32240.11,0.0,0.0,32240.11,Approved,,USD,PO-7311
INV-000297,V024,Logistics Provider 24,Freight Forwarder,2024-06-25 07:06:40.000000000,2024-08-09 07:06:40.000000000,NET45,Sea Freight,25312.15,0.1,2531.22,27843.37,Paid,2024-08-04 07:06:40,USD,PO-5357
INV-000298,V011,Logistics Provider 11,Freight Forwarder,2024-06-25 21:24:19.459459460,2024-08-09 21:24:19.459459460,NET45,Warehousing,9734.37,0.1,973.44,10707.81,Paid,2024-07-26 21:24:19.459459460,USD,PO-5155
INV-000299,V049,Logistics Provider 49,Transportation,2024-06-26 11:41:58.918918920,2024-09-24 11:41:58.918918920,NET90,Express Delivery,34609.65,0.0,0.0,34609.65,Approved,,USD,PO-4858
INV-000300,V008,Logistics Provider 8,Customs Broker,2024-06-27 01:59:38.378378378,2024-08-11 01:59:38.378378378,NET45,Warehousing,49565.2,0.1,4956.52,54521.72,Rejected,,USD,PO-8220
INV-000301,V036,Logistics Provider 36,Transportation,2024-06-27 16:17:17.837837838,2024-08-26 16:17:17.837837838,NET60,Last Mile Delivery,37613.76,0.05,1880.69,39494.45,Pending,,USD,PO-5560
INV-000302,V038,Logistics Provider 38,Last Mile Delivery,2024-06-28 06:34:57.297297298,2024-07-28 06:34:57.297297298,NET30,Air Freight,37259.33,0.1,3725.93,40985.26,Approved,,USD,PO-4899
INV-000303,V040,Logistics Provider 40,Freight Forwarder,2024-06-28 20:52:36.756756758,2024-07-28 20:52:36.756756758,NET30,Last Mile Delivery,47565.32,0.1,4756.53,52321.85,Paid,2024-07-19 20:52:36.756756758,USD,PO-7946
INV-000304,V020,Logistics Provider 20,Warehousing,2024-06-29 11:10:16.216216216,2024-08-28 11:10:16.216216216,NET60,Air Freight,10943.88,0.0,0.0,10943.88,Paid,2024-08-26 11:10:16.216216216,USD,PO-2678
INV-000305,V035,Logistics Provider 35,Freight Forwarder,2024-06-30 01:27:55.675675676,2024-08-14 01:27:55.675675676,NET45,Cross-Border,28711.95,0.1,2871.2,31583.15,Paid,2024-08-12 01:27:55.675675676,USD,PO-6515
INV-000306,V048,Logistics Provider 48,Customs Broker,2024-06-30 15:45:35.135135136,2024-08-29 15:45:35.135135136,NET60,Sea Freight,49002.69,0.1,4900.27,53902.96,Paid,2024-08-18 15:45:35.135135136,USD,PO-6007
INV-000307,V025,Logistics Provider 25,Last Mile Delivery,2024-07-01 06:03:14.594594596,2024-08-30 06:03:14.594594596,NET60,Cross-Border,9099.41,0.1,909.94,10009.35,Paid,2024-08-16 06:03:14.594594596,USD,PO-2428
INV-000308,V035,Logistics Provider 35,Freight Forwarder,2024-07-01 20:20:54.054054054,2024-09-29 20:20:54.054054054,NET90,Road Transport,35312.35,0.1,3531.24,38843.59,Paid,2024-09-19 20:20:54.054054054,USD,PO-6844
INV-000309,V025,Logistics Provider 25,Last Mile Delivery,2024-07-02 10:38:33.513513514,2024-08-31 10:38:33.513513514,NET60,Warehousing,29704.7,0.05,1485.24,31189.94,Pending,,USD,PO-4037
INV-000310,V029,Logistics Provider 29,Customs Broker,2024-07-03 00:56:12.972972974,2024-08-02 00:56:12.972972974,NET30,Air Freight,29737.48,0.0,0.0,29737.48,Approved,,USD,PO-1107
INV-000311,V018,Logistics Provider 18,Last Mile Delivery,2024-07-03 15:13:52.432432432,2024-09-01 15:13:52.432432432,NET60,Last Mile Delivery,35185.86,0.0,0.0,35185.86,Approved,,USD,PO-3497
INV-000312,V046,Logistics Provider 46,Freight Forwarder,2024-07-04 05:31:31.891891892,2024-08-03 05:31:31.891891892,NET30,Sea Freight,46551.23,0.05,2327.56,48878.79,Approved,,USD,PO-6578
INV-000313,V018,Logistics Provider 18,Last Mile Delivery,2024-07-04 19:49:11.351351352,2024-08-03 19:49:11.351351352,NET30,Air Freight,39346.52,0.1,3934.65,43281.17,Paid,2024-07-19 19:49:11.351351352,USD,PO-5236
INV-000314,V002,Logistics Provider 2,Transportation,2024-07-05 10:06:50.810810812,2024-08-04 10:06:50.810810812,NET30,Last Mile Delivery,3750.67,0.05,187.53,3938.2,Pending,,USD,PO-2237
INV-000315,V035,Logistics Provider 35,Freight Forwarder,2024-07-06 00:24:30.270270270,2024-08-20 00:24:30.270270270,NET45,Warehousing,42783.67,0.1,4278.37,47062.04,Approved,,USD,PO-9576
INV-000316,V016,Logistics Provider 16,Warehousing,2024-07-06 14:42:09.729729730,2024-10-04 14:42:09.729729730,NET90,Cross-Border,12051.53,0.05,602.58,12654.11,Approved,,USD,PO-4033
INV-000317,V041,Logistics Provider 41,Warehousing,2024-07-07 04:59:49.189189190,2024-08-06 04:59:49.189189190,NET30,Warehousing,19468.79,0.0,0.0,19468.79,Rejected,,USD,PO-1371
INV-000318,V036,Logistics Provider 36,Transportation,2024-07-07 19:17:28.648648650,2024-08-06 19:17:28.648648650,NET30,Customs Clearance,23624.91,0.0,0.0,23624.91,Rejected,,USD,PO-3054
INV-000319,V033,Logistics Provider 33,Customs Broker,2024-07-08 09:35:08.108108108,2024-08-22 09:35:08.108108108,NET45,Road Transport,24564.39,0.0,0.0,24564.39,Paid,2024-08-22 09:35:08.108108108,USD,PO-1193
INV-000320,V004,Logistics Provider 4,Transportation,2024-07-08 23:52:47.567567568,2024-08-07 23:52:47.567567568,NET30,Customs Clearance,22323.84,0.1,2232.38,24556.22,Rejected,,USD,PO-5126
INV-000321,V033,Logistics Provider 33,Customs Broker,2024-07-09 14:10:27.027027028,2024-09-07 14:10:27.027027028,NET60,Sea Freight,46930.31,0.1,4693.03,51623.34,Paid,2024-09-03 14:10:27.027027028,USD,PO-8871
INV-000322,V014,Logistics Provider 14,Customs Broker,2024-07-10 04:28:06.486486486,2024-09-08 04:28:06.486486486,NET60,Air Freight,35594.93,0.05,1779.75,37374.68,Paid,2024-09-04 04:28:06.486486486,USD,PO-2223
INV-000323,V021,Logistics Provider 21,Customs Broker,2024-07-10 18:45:45.945945946,2024-10-08 18:45:45.945945946,NET90,Sea Freight,31927.36,0.05,1596.37,33523.73,Pending,,USD,PO-8965
INV-000324,V048,Logistics Provider 48,Customs Broker,2024-07-11 09:03:25.405405406,2024-08-10 09:03:25.405405406,NET30,Cross-Border,3442.26,0.0,0.0,3442.26,Paid,2024-08-02 09:03:25.405405406,USD,PO-4990
INV-000325,V020,Logistics Provider 20,Warehousing,2024-07-11 23:21:04.864864866,2024-08-25 23:21:04.864864866,NET45,Last Mile Delivery,45291.75,0.1,4529.18,49820.93,Paid,2024-08-15 23:21:04.864864866,USD,PO-7847
INV-000326,V008,Logistics Provider 8,Customs Broker,2024-07-12 13:38:44.324324324,2024-09-10 13:38:44.324324324,NET60,Warehousing,45560.12,0.05,2278.01,47838.13,Paid,2024-09-02 13:38:44.324324324,USD,PO-9077
INV-000327,V007,Logistics Provider 7,Freight Forwarder,2024-07-13 03:56:23.783783784,2024-08-27 03:56:23.783783784,NET45,Customs Clearance,39230.44,0.1,3923.04,43153.48,Paid,2024-08-22 03:56:23.783783784,USD,PO-5700
INV-000328,V003,Logistics Provider 3,Warehousing,2024-07-13 18:14:03.243243244,2024-08-27 18:14:03.243243244,NET45,Express Delivery,1344.43,0.1,134.44,1478.87,Paid,2024-08-22 18:14:03.243243244,USD,PO-6543
INV-000329,V017,Logistics Provider 17,Freight Forwarder,2024-07-14 08:31:42.702702704,2024-09-12 08:31:42.702702704,NET60,Customs Clearance,3806.73,0.0,0.0,3806.73,Paid,2024-08-29 08:31:42.702702704,USD,PO-4934
INV-000330,V033,Logistics Provider 33,Customs Broker,2024-07-14 22:49:22.162162162,2024-08-28 22:49:22.162162162,NET45,Cross-Border,12035.96,0.0,0.0,12035.96,Rejected,,USD,PO-9154
INV-000331,V048,Logistics Provider 48,Customs Broker,2024-07-15 13:07:01.621621622,2024-09-13 13:07:01.621621622,NET60,Customs Clearance,7436.12,0.1,743.61,8179.73,Approved,,USD,PO-2308
INV-000332,V012,Logistics Provider 12,Last Mile Delivery,2024-07-16 03:24:41.081081082,2024-08-30 03:24:41.081081082,NET45,Cross-Border,20542.97,0.1,2054.3,22597.27,Paid,2024-08-20 03:24:41.081081082,USD,PO-6734
INV-000333,V022,Logistics Provider 22,Customs Broker,2024-07-16 17:42:20.540540542,2024-09-14 17:42:20.540540542,NET60,Express Delivery,46208.53,0.1,4620.85,50829.38,Approved,,USD,PO-1640
INV-000334,V022,Logistics Provider 22,Customs Broker,2024-07-17 08:00:00.000000000,2024-08-16 08:00:00.000000000,NET30,Sea Freight,24130.96,0.1,2413.1,26544.06,Paid,2024-08-12 08:00:00,USD,PO-9968
INV-000335,V046,Logistics Provider 46,Freight Forwarder,2024-07-17 22:17:39.459459460,2024-10-15 22:17:39.459459460,NET90,Warehousing,1656.73,0.0,0.0,1656.73,Paid,2024-10-01 22:17:39.459459460,USD,PO-3876
INV-000336,V030,Logistics Provider 30,Warehousing,2024-07-18 12:35:18.918918920,2024-09-16 12:35:18.918918920,NET60,Air Freight,14854.54,0.05,742.73,15597.27,Pending,,USD,PO-1005
INV-000337,V038,Logistics Provider 38,Last Mile Delivery,2024-07-19 02:52:58.378378378,2024-09-17 02:52:58.378378378,NET60,Last Mile Delivery,3185.15,0.0,0.0,3185.15,Paid,2024-09-12 02:52:58.378378378,USD,PO-5386
INV-000338,V038,Logistics Provider 38,Last Mile Delivery,2024-07-19 17:10:37.837837838,2024-10-17 17:10:37.837837838,NET90,Air Freight,2778.09,0.05,138.9,2916.99,Approved,,USD,PO-8598
INV-000339,V045,Logistics Provider 45,Customs Broker,2024-07-20 07:28:17.297297298,2024-09-18 07:28:17.297297298,NET60,Sea Freight,14510.27,0.1,1451.03,15961.3,Paid,2024-09-11 07:28:17.297297298,USD,PO-3876
INV-000340,V008,Logistics Provider 8,Customs Broker,2024-07-20 21:45:56.756756758,2024-09-18 21:45:56.756756758,NET60,Last Mile Delivery,14505.0,0.05,725.25,15230.25,Approved,,USD,PO-4290
INV-000341,V027,Logistics Provider 27,Transportation,2024-07-21 12:03:36.216216216,2024-09-04 12:03:36.216216216,NET45,Customs Clearance,39569.2,0.0,0.0,39569.2,Paid,2024-08-22 12:03:36.216216216,USD,PO-4451
INV-000342,V027,Logistics Provider 27,Transportation,2024-07-22 02:21:15.675675676,2024-10-20 02:21:15.675675676,NET90,Express Delivery,48766.9,0.0,0.0,48766.9,Pending,,USD,PO-4219
INV-000343,V034,Logistics Provider 34,Warehousing,2024-07-22 16:38:55.135135136,2024-08-21 16:38:55.135135136,NET30,Express Delivery,19189.15,0.1,1918.92,21108.07,Paid,2024-08-11 16:38:55.135135136,USD,PO-6295
INV-000344,V021,Logistics Provider 21,Customs Broker,2024-07-23 06:56:34.594594596,2024-09-21 06:56:34.594594596,NET60,Road Transport,22015.46,0.0,0.0,22015.46,Approved,,USD,PO-2245
INV-000345,V030,Logistics Provider 30,Warehousing,2024-07-23 21:14:14.054054054,2024-10-21 21:14:14.054054054,NET90,Sea Freight,42394.68,0.1,4239.47,46634.15,Paid,2024-10-13 21:14:14.054054054,USD,PO-1265
INV-000346,V033,Logistics Provider 33,Customs Broker,2024-07-24 11:31:53.513513514,2024-09-07 11:31:53.513513514,NET45,Sea Freight,14138.81,0.0,0.0,14138.81,Rejected,,USD,PO-1727
INV-000347,V028,Logistics Provider 28,Freight Forwarder,2024-07-25 01:49:32.972972974,2024-08-24 01:49:32.972972974,NET30,Warehousing,8662.71,0.0,0.0,8662.71,Rejected,,USD,PO-8228
INV-000348,V047,Logistics Provider 47,Freight Forwarder,2024-07-25 16:07:12.432432432,2024-10-23 16:07:12.432432432,NET90,Air Freight,42801.39,0.1,4280.14,47081.53,Paid,2024-10-20 16:07:12.432432432,USD,PO-7669
INV-000349,V033,Logistics Provider 33,Customs Broker,2024-07-26 06:24:51.891891892,2024-08-25 06:24:51.891891892,NET30,Sea Freight,3278.53,0.05,163.93,3442.46,Paid,2024-08-18 06:24:51.891891892,USD,PO-1916
INV-000350,V005,Logistics Provider 5,Warehousing,2024-07-26 20:42:31.351351352,2024-08-25 20:42:31.351351352,NET30,Sea Freight,31365.27,0.0,0.0,31365.27,Approved,,USD,PO-6687
INV-000351,V048,Logistics Provider 48,Customs Broker,2024-07-27 11:00:10.810810812,2024-08-26 11:00:10.810810812,NET30,Customs Clearance,28537.65,0.05,1426.88,29964.53,Approved,,USD,PO-2743
INV-000352,V019,Logistics Provider 19,Freight Forwarder,2024-07-28 01:17:50.270270272,2024-09-26 01:17:50.270270272,NET60,Customs Clearance,17950.1,0.0,0.0,17950.1,Approved,,USD,PO-4142
INV-000353,V004,Logistics Provider 4,Transportation,2024-07-28 15:35:29.729729732,2024-09-26 15:35:29.729729732,NET60,Last Mile Delivery,16444.29,0.0,0.0,16444.29,Paid,2024-09-24 15:35:29.729729732,USD,PO-1851
INV-000354,V035,Logistics Provider 35,Freight Forwarder,2024-07-29 05:53:09.189189188,2024-09-12 05:53:09.189189188,NET45,Cross-Border,38821.03,0.0,0.0,38821.03,Rejected,,USD,PO-9927
